id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98155,63326,2026-01-11,272000,9,No disponible,612,,,Relájate en un lugar tranquilo y acogedor,Talavera de la Reina,,,,{},
98278,61504,2025-11-05,560000,4,No disponible,80,,,,Burgos,,,,{},
98278,61504,2025-11-05,560000,4,No disponible,80,,,,Burgos,,,,{},
98278,61504,2025-11-05,560000,4,No disponible,80,,,,Burgos,,,,{},
98278,61504,2025-11-05,560000,4,No disponible,80,,,,Burgos,,,,{},
98278,61504,2025-11-05,560000,4,No disponible,80,,,,Burgos,,,,{},
98311,62078,2025-02-17,2352000,3,No disponible,336,,,,Toledo,,,,{},
98311,62078,2025-02-17,2352000,3,No disponible,336,,,,Toledo,,,,{},
98311,62078,2025-02-17,2352000,3,No disponible,336,,,,Toledo,,,,{},
98311,62078,2025-02-17,2352000,3,No disponible,336,,,,Toledo,,,,{},
98311,62078,2025-02-17,2352000,3,No disponible,336,,,,Toledo,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98556,58723,2025-09-24,99000,10,No disponible,330,,,Disfruta de una estadía en el corazón de la ciudad,Logroño,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98605,60754,2025-12-21,567000,9,No disponible,729,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Inca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98688,55837,2025-09-28,441000,2,No disponible,294,,,Relájate en un lugar tranquilo y acogedor,Palma de Mallorca,,,,{},
98740,62522,2025-09-16,1728000,4,No disponible,576,,,,Cerdañola del Vallés,,,,{},
98740,62522,2025-09-16,1728000,4,No disponible,576,,,,Cerdañola del Vallés,,,,{},
98740,62522,2025-09-16,1728000,4,No disponible,576,,,,Cerdañola del Vallés,,,,{},
98740,62522,2025-09-16,1728000,4,No disponible,576,,,,Cerdañola del Vallés,,,,{},
98740,62522,2025-09-16,1728000,4,No disponible,576,,,,Cerdañola del Vallés,,,,{},
98770,60347,2026-01-17,1296000,9,No disponible,216,,,,Alcoy,,,,{},
98770,60347,2026-01-17,1296000,9,No disponible,216,,,,Alcoy,,,,{},
98770,60347,2026-01-17,1296000,9,No disponible,216,,,,Alcoy,,,,{},
98770,60347,2026-01-17,1296000,9,No disponible,216,,,,Alcoy,,,,{},
98770,60347,2026-01-17,1296000,9,No disponible,216,,,,Alcoy,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98925,59169,2025-02-09,448000,6,No disponible,384,,,Perfecto para familias y grupos grandes,Valdemoro,,,,{},
98944,65756,2025-02-22,712000,4,No disponible,356,,,,Ferrol,,,,{},
98944,65756,2025-02-22,712000,4,No disponible,356,,,,Ferrol,,,,{},
98944,65756,2025-02-22,712000,4,No disponible,356,,,,Ferrol,,,,{},
98944,65756,2025-02-22,712000,4,No disponible,356,,,,Ferrol,,,,{},
98944,65756,2025-02-22,712000,4,No disponible,356,,,,Ferrol,,,,{},
98950,63903,2025-04-24,7000,4,No disponible,28,,,,Cartagena,,,,{},
98950,63903,2025-04-24,7000,4,No disponible,28,,,,Cartagena,,,,{},
98950,63903,2025-04-24,7000,4,No disponible,28,,,,Cartagena,,,,{},
98950,63903,2025-04-24,7000,4,No disponible,28,,,,Cartagena,,,,{},
98950,63903,2025-04-24,7000,4,No disponible,28,,,,Cartagena,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
99940,58885,2025-05-26,144000,3,No disponible,48,,,,Baracaldo,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98952,63104,2025-01-17,448000,6,No disponible,672,,,Ideal para una escapada romántica,Sevilla,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98957,63104,2025-02-05,274000,6,No disponible,822,,,Experimenta el lujo y la comodidad en este alojamiento,Mataró,,,,{},
98963,66208,2026-01-09,1896000,8,No disponible,632,,,,Hospitalet de LLobregat,,,,{},
98963,66208,2026-01-09,1896000,8,No disponible,632,,,,Hospitalet de LLobregat,,,,{},
98963,66208,2026-01-09,1896000,8,No disponible,632,,,,Hospitalet de LLobregat,,,,{},
98963,66208,2026-01-09,1896000,8,No disponible,632,,,,Hospitalet de LLobregat,,,,{},
98963,66208,2026-01-09,1896000,8,No disponible,632,,,,Hospitalet de LLobregat,,,,{},
99000,57251,2026-03-19,1316000,4,No disponible,188,,,,Leganés,,,,{},
99000,57251,2026-03-19,1316000,4,No disponible,188,,,,Leganés,,,,{},
99000,57251,2026-03-19,1316000,4,No disponible,188,,,,Leganés,,,,{},
99000,57251,2026-03-19,1316000,4,No disponible,188,,,,Leganés,,,,{},
99000,57251,2026-03-19,1316000,4,No disponible,188,,,,Leganés,,,,{},
99071,63153,2026-10-20,2040000,4,No disponible,408,,,,Segovia,,,,{},
99071,63153,2026-10-20,2040000,4,No disponible,408,,,,Segovia,,,,{},
99071,63153,2026-10-20,2040000,4,No disponible,408,,,,Segovia,,,,{},
99071,63153,2026-10-20,2040000,4,No disponible,408,,,,Segovia,,,,{},
99071,63153,2026-10-20,2040000,4,No disponible,408,,,,Segovia,,,,{},
99079,59705,2025-09-12,2034000,9,No disponible,1017,,,,Chiclana de la Frontera,,,,{},
99079,59705,2025-09-12,2034000,9,No disponible,1017,,,,Chiclana de la Frontera,,,,{},
99079,59705,2025-09-12,2034000,9,No disponible,1017,,,,Chiclana de la Frontera,,,,{},
99079,59705,2025-09-12,2034000,9,No disponible,1017,,,,Chiclana de la Frontera,,,,{},
99079,59705,2025-09-12,2034000,9,No disponible,1017,,,,Chiclana de la Frontera,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99114,56387,2025-02-11,642000,1,No disponible,107,,,Disfruta de una estadía en el corazón de la ciudad,Guadalajara,,,,{},
99121,56387,2025-01-16,297000,1,No disponible,99,,,,Vitoria,,,,{},
99121,56387,2025-01-16,297000,1,No disponible,99,,,,Vitoria,,,,{},
99121,56387,2025-01-16,297000,1,No disponible,99,,,,Vitoria,,,,{},
99121,56387,2025-01-16,297000,1,No disponible,99,,,,Vitoria,,,,{},
99121,56387,2025-01-16,297000,1,No disponible,99,,,,Vitoria,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99173,55713,2026-10-01,675000,6,No disponible,810,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,Baracaldo,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
155530,,,,,Disponible,0,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Zamora,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99202,60945,2025-07-21,858000,9,No disponible,1287,,,Perfecto para familias y grupos grandes,Arrecife,,,,{},
99219,59758,2025-01-09,1064000,7,No disponible,266,,,,Gerona,,,,,
99219,59758,2025-01-09,1064000,7,No disponible,266,,,,Gerona,,,,,
99219,59758,2025-01-09,1064000,7,No disponible,266,,,,Gerona,,,,,
99219,59758,2025-01-09,1064000,7,No disponible,266,,,,Gerona,,,,,
99219,59758,2025-01-09,1064000,7,No disponible,266,,,,Gerona,,,,,
99250,61971,2026-04-15,240000,8,No disponible,48,,,,Valdemoro,,,,{},
99250,61971,2026-04-15,240000,8,No disponible,48,,,,Valdemoro,,,,{},
99250,61971,2026-04-15,240000,8,No disponible,48,,,,Valdemoro,,,,{},
99250,61971,2026-04-15,240000,8,No disponible,48,,,,Valdemoro,,,,{},
99250,61971,2026-04-15,240000,8,No disponible,48,,,,Valdemoro,,,,{},
99272,59508,2025-06-19,680000,1,No disponible,136,,,,Cartagena,,,,{},
99272,59508,2025-06-19,680000,1,No disponible,136,,,,Cartagena,,,,{},
99272,59508,2025-06-19,680000,1,No disponible,136,,,,Cartagena,,,,{},
99272,59508,2025-06-19,680000,1,No disponible,136,,,,Cartagena,,,,{},
99272,59508,2025-06-19,680000,1,No disponible,136,,,,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
99285,58546,2025-01-19,11000,6,No disponible,66,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Cartagena,,,,{},
