id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
115860,55619,2025-04-13,536000,8,No disponible,536
115861,55619,,568000,8,,568
115862,55619,2025-02-10,40000,8,No disponible,40
115863,55978,2025-01-27,705000,5,,705
115864,55978,2025-02-22,368000,5,No disponible,
115865,55978,2025-01-12,310000,5,No disponible,310
115866,55978,2025-02-26,325000,5,No disponible,325
115867,,2025-01-04,450000,5,No disponible,450
115868,55978,2025-03-05,775000,5,No disponible,775
115869,55978,2025-03-06,101000,5,No disponible,505
115870,59726,2025-07-06,-710000,10,No disponible,710
115873,62413,2025-03-27,666000,9,No disponible,666
115874,,2025-01-31,596000,9,No disponible,1341
115875,62413,2025-01-18,126000,9,No disponible,126
115876,62413,2025-04-30,171000,9,No disponible,171
115877,62413,2025-02-15,900000,9,No disponible,900
115878,62413,2025-03-05,558000,9,No disponible,
,,,,,Disponible,0
115879,63061,2025-05-07,423000,3,No disponible,423
115880,63061,2025-12-26,840000,3,No disponible,-840
115881,63061,2025-09-09,-438000,3,No disponible,
115886,57916,2025-01-05,-24000,1,No disponible,24
115887,57916,,39000,1,No disponible,39
115888,,2026-04-03,2219000,7,No disponible,2219
115889,58684,2026-06-22,2070000,5,No disponible,-2070
115894,58684,,266000,5,No disponible,665
115897,64869,2025-05-23,576000,,No disponible,432
115899,64869,2025-06-09,,3,No disponible,54
115927,63552,2025-03-07,456000,3,No disponible,456
115902,64869,2026-03-02,1344000,3,,336
115905,64869,2025-07-17,24000,,No disponible,24
115909,58061,2025-05-08,2960000,10,No disponible,2960
115910,58061,,6200000,10,No disponible,1240
,,2025-06-04,420000,10,No disponible,420
115912,58061,2025-06-24,,,No disponible,-900
115913,58061,2025-03-20,640000,10,No disponible,640
115914,58061,2025-10-08,360000,10,No disponible,360
115920,55813,2025-01-04,63000,9,,63
115921,62427,,468000,2,No disponible,
115922,,2025-01-03,272000,2,No disponible,272
115923,62427,2025-01-26,90000,2,No disponible,60
115924,62427,2025-01-26,188000,2,No disponible,188
115925,62427,2025-01-09,156000,2,,156
115926,63552,2026-07-09,582000,3,No disponible,582
115928,63552,2026-03-28,245000,3,No disponible,147
115929,63552,2025-02-05,168000,3,,
115930,63552,2025-03-02,228000,,No disponible,228
115931,63552,2025-10-07,66000,3,No disponible,66
115932,,2025-09-17,-264000,3,No disponible,-264
115933,63552,2025-10-23,177000,3,No disponible,177
115934,63552,2026-04-05,320000,3,No disponible,240
115935,63552,2026-07-25,300000,3,No disponible,300
115936,63552,2025-12-22,186000,3,No disponible,186
115937,63552,2025-09-08,,3,No disponible,45
115938,55678,2026-05-12,342000,,No disponible,342
115939,,2025-12-07,226000,2,No disponible,226
115940,55678,2025-01-27,24000,2,No disponible,24
115941,55678,2025-04-08,114000,2,No disponible,-114
115942,55678,2026-01-25,576000,2,No disponible,192
115943,55678,2025-01-15,,2,No disponible,66
115944,55678,2026-04-12,120000,2,No disponible,120
115945,55678,2026-05-13,212000,2,No disponible,212
115946,55678,2025-09-09,87000,2,No disponible,174
,65247,2025-04-06,1302000,2,No disponible,186
115949,65247,2026-02-08,184000,2,No disponible,-184
,,2026-05-26,130000,2,No disponible,130
115956,65247,2025-05-13,,2,No disponible,
115958,65247,2026-08-21,,2,No disponible,112
115962,,,1120000,7,No disponible,1120
,64649,2026-02-13,5831000,7,No disponible,833
115967,64649,2026-01-16,623000,7,No disponible,
115968,64649,2026-02-07,,7,No disponible,672
115969,64649,2026-04-04,364000,7,No disponible,
115971,,2025-09-22,3290000,,No disponible,658
,64649,2025-10-18,672000,7,No disponible,672
115975,64649,2026-03-03,63000,,No disponible,-63
154134,,,,,Disponible,
,58172,2025-09-05,402000,4,No disponible,268
115981,58172,,388000,4,No disponible,388
115982,58172,2025-10-31,,4,No disponible,320
115985,58172,,320000,4,No disponible,320
115989,60947,2025-03-07,427000,7,No disponible,
115998,,2025-09-12,72000,2,No disponible,72
,62480,2025-04-28,268000,2,No disponible,268
116001,62480,2025-09-21,,2,No disponible,234
116003,59787,2025-05-31,-750000,6,No disponible,750
116004,66497,2025-03-22,1200000,6,No disponible,1200
116005,,2025-01-30,252000,6,No disponible,36
116006,66497,2025-07-06,222000,6,No disponible,222
116007,66497,2025-06-08,90000,6,,90
116008,66497,2026-05-06,474000,6,No disponible,474
116009,66497,2025-02-20,156000,6,No disponible,156
116010,66497,2025-09-23,570000,6,No disponible,570
116011,66497,2025-12-06,582000,6,No disponible,582
116012,66497,2025-10-22,690000,6,No disponible,690
116013,66497,2025-11-15,-600000,,No disponible,300
116014,66497,2026-01-15,414000,6,No disponible,414
116015,66497,2026-02-04,702000,6,No disponible,702
,64274,2025-09-14,426000,3,No disponible,426
116017,,2025-11-28,156000,,No disponible,156
116026,60703,2025-01-23,182000,1,No disponible,182
116027,60703,2025-03-08,102000,1,No disponible,102
116028,60703,2025-03-07,279000,1,No disponible,93
116029,60703,2025-01-30,27000,1,No disponible,
116030,60703,,48000,1,No disponible,48
116031,57977,2025-09-24,1379000,7,,1379
116041,57977,2025-01-20,623000,7,No disponible,
116045,57977,,280000,7,No disponible,280
,57977,2025-06-15,679000,,No disponible,679
116047,58103,2025-01-14,1040000,,No disponible,1040
,58103,2025-02-21,1560000,10,No disponible,1560
116049,63655,2025-04-14,1460000,4,No disponible,1460
116050,63655,2025-03-25,1008000,4,No disponible,1008
116051,63655,2025-05-15,756000,4,No disponible,504
116052,63655,,264000,4,No disponible,264
116053,63655,2025-03-25,228000,4,No disponible,228
116054,63655,2025-01-02,,4,No disponible,344
116055,63655,2025-02-07,132000,4,No disponible,132
116056,63655,2025-03-07,28000,4,No disponible,
,63655,2025-06-15,512000,4,No disponible,512
116058,60591,2025-03-30,900000,3,No disponible,900
116059,60591,2025-05-01,1365000,3,No disponible,1365
116062,60935,2025-08-15,2560000,8,No disponible,
116063,60935,2025-07-20,100000,8,No disponible,200
116064,60935,2025-01-18,176000,8,No disponible,176
116065,,2025-02-20,752000,8,No disponible,752
116066,60935,2025-06-29,768000,8,No disponible,768
116067,57426,2025-05-28,1815000,,No disponible,1815
116068,57426,2026-09-19,-52000,5,No disponible,65
116069,57426,2026-06-24,360000,5,No disponible,-360
116070,57426,2025-09-01,50000,5,,
116071,57426,2026-01-05,,5,No disponible,25
116072,,2025-01-29,1764000,9,No disponible,1764
116073,61595,2025-03-21,200000,9,No disponible,-900
,61595,2025-03-24,702000,9,No disponible,702
,65559,2025-01-15,306000,6,,306
,61582,2025-01-03,1827000,3,No disponible,261
116077,61582,2025-01-07,204000,3,No disponible,-204
116083,61582,2025-01-10,339000,3,No disponible,-339
116085,56279,2025-02-28,960000,,No disponible,960
116086,,2025-02-08,1530000,9,No disponible,1530
116087,66374,2026-02-21,459000,,No disponible,459
116088,66374,,3915000,,No disponible,783
116089,66374,,630000,9,No disponible,630
116092,66374,,63000,9,No disponible,63
116093,66374,,450000,9,No disponible,450
116094,,2026-02-07,,9,,468
116096,66374,,882000,9,No disponible,882
116097,,2025-11-16,,9,No disponible,675
116098,66374,2025-11-10,423000,9,No disponible,-423
116102,56769,2025-01-04,114000,1,No disponible,
116104,56769,2025-02-04,6000,1,No disponible,-6
116105,56769,2025-01-01,127000,1,No disponible,-127
116107,,2025-12-18,-5502000,6,No disponible,786
116108,65559,2025-10-24,-240000,6,No disponible,240
116114,56226,,2088000,8,No disponible,-2088
116115,56226,,834000,,No disponible,1112
116116,56226,2025-02-08,,8,,56
116119,56226,2026-10-07,-592000,8,No disponible,-592
116121,,2025-05-09,2008000,8,No disponible,2008
116124,56226,2025-04-23,304000,8,,
116127,56246,2025-02-25,930000,5,No disponible,
116135,56246,2025-01-02,215000,5,,215
116136,62405,,414000,6,No disponible,
116137,62405,2025-01-05,438000,6,No disponible,438
116138,62405,2025-01-08,504000,6,No disponible,252
116139,62405,2025-01-30,582000,6,No disponible,582
,63004,2025-11-08,512000,4,No disponible,512
,57241,2025-02-06,219000,3,No disponible,219
116142,57241,2025-02-04,68000,3,,102
116146,63628,,90000,3,No disponible,90
116149,63628,2025-05-06,,3,No disponible,72
116152,63628,,36000,3,No disponible,36
116154,60741,2025-03-23,610000,5,,610
116159,63341,2026-09-02,237000,3,No disponible,237
116160,63341,2026-06-21,300000,3,No disponible,300
116161,63341,2025-12-10,477000,3,No disponible,477
116162,63341,2025-12-13,876000,,No disponible,219
,,2026-04-19,93000,3,No disponible,93
116164,63341,2026-05-29,135000,3,No disponible,135
116165,63341,2025-06-24,237000,,No disponible,237
116168,64694,2026-04-23,408000,6,No disponible,
116177,,2025-01-15,126000,7,No disponible,126
,,2025-04-12,636000,6,No disponible,636
116180,63117,2025-04-29,136000,6,No disponible,204
116181,63117,2025-05-05,408000,6,,408
116182,63117,2025-03-07,258000,6,No disponible,258
116183,63117,2025-05-09,558000,6,No disponible,558
116184,56213,2026-04-17,1488000,8,No disponible,
,,2025-08-29,5680000,8,No disponible,1136
,56213,2025-06-16,336000,8,No disponible,336
116190,56213,2026-09-12,1240000,8,No disponible,-1240
116191,56213,2026-09-18,267000,,No disponible,712
116193,56213,2025-03-27,120000,8,No disponible,
116197,,2025-02-20,258000,1,No disponible,
116198,,2025-07-08,66000,1,No disponible,
116199,57859,2025-03-05,391000,1,No disponible,
116200,57859,2025-08-08,112000,,No disponible,28
116202,57859,2025-04-24,63000,1,No disponible,-63
116204,64786,,978000,6,No disponible,978
,64786,2025-02-18,252000,6,No disponible,252
116207,64786,2025-02-05,582000,6,No disponible,
116209,64786,2025-01-23,444000,6,No disponible,-444
116210,64786,2025-04-01,504000,6,,-504
116211,,2025-01-10,744000,6,No disponible,744
116213,62218,2025-04-14,630000,5,No disponible,-630
116214,62218,2025-03-22,455000,5,No disponible,
116218,60336,2025-06-08,-628000,4,No disponible,628
116219,60336,2025-03-05,-175000,4,No disponible,100
116220,,2025-08-27,24000,4,No disponible,24
116221,60336,2026-03-06,,4,No disponible,-340
116222,60336,2025-05-24,300000,4,No disponible,300
116223,60336,2026-02-21,156000,4,No disponible,156
116224,60336,2025-02-17,184000,4,No disponible,184
116225,60336,2025-11-01,192000,4,No disponible,192
116226,,2025-03-31,815000,5,No disponible,815
,66266,2025-01-31,906000,3,No disponible,906
116240,66266,2025-02-07,-957000,3,No disponible,957
116241,59374,2026-08-29,1788000,6,No disponible,1788
116242,59374,2026-01-16,3930000,,No disponible,786
116243,59374,2026-05-28,144000,6,No disponible,144
116244,59374,2026-03-12,384000,,No disponible,384
116245,59374,2025-09-21,450000,6,No disponible,450
116246,,2026-06-02,276000,6,No disponible,276
116247,59374,2025-10-31,774000,6,No disponible,774
116248,,2025-09-13,,1,No disponible,325
116250,64173,2025-09-20,1800000,10,No disponible,
116251,64173,2026-05-31,960000,,No disponible,960
116252,55785,2025-06-15,186000,,No disponible,186
117009,62918,2025-01-29,42000,2,No disponible,42
116255,60034,,405000,5,No disponible,405
116256,,2025-02-02,910000,5,No disponible,455
116261,,2025-08-10,-115000,,,115
116262,,2025-11-19,460000,5,,460
116263,60034,2025-05-12,,,No disponible,460
116267,60034,2026-07-05,35000,5,,35
116269,61404,2025-07-09,738000,3,No disponible,-738
,56151,2025-04-27,480000,10,,
116279,64512,,1845000,5,No disponible,1845
116280,64512,2026-07-17,1435000,5,No disponible,1435
116281,64512,2026-03-25,600000,5,No disponible,600
116282,,,,5,No disponible,320
116283,64512,2026-05-06,400000,5,No disponible,400
116284,64512,2025-08-05,165000,5,No disponible,165
116285,64512,2025-11-17,130000,5,No disponible,130
116286,57881,2025-01-30,990000,9,No disponible,990
116287,,,1791000,9,,1791
116288,57881,2025-02-27,1017000,9,No disponible,1017
116289,61407,2025-01-30,550000,5,No disponible,550
116290,61407,2025-02-12,36000,5,No disponible,45
116291,,2025-02-03,85000,5,No disponible,85
116292,61407,2025-03-09,145000,5,No disponible,145
116293,61407,2025-01-08,425000,5,,425
116297,57201,2025-02-27,-357000,7,No disponible,357
116301,57201,2025-02-09,203000,7,No disponible,-203
116303,57201,2025-01-29,,7,No disponible,462
116304,57201,2025-03-20,133000,7,No disponible,
116309,65692,2025-01-22,,2,No disponible,
116310,65692,2025-01-20,,2,No disponible,222
116311,65692,2025-01-04,122000,2,No disponible,122
116312,65692,2025-01-09,122000,2,No disponible,122
116313,65692,2025-01-12,38000,2,No disponible,38
116314,65692,2025-01-29,200000,2,No disponible,200
,65692,2025-01-09,190000,2,No disponible,
116316,65692,2025-01-05,90000,2,No disponible,90
116317,65692,2025-01-31,194000,2,No disponible,194
116318,65692,2025-01-17,482000,2,No disponible,482
116319,65692,2025-01-19,660000,2,No disponible,220
116320,65692,2025-01-22,64000,2,No disponible,64
116321,65692,2025-01-18,,2,No disponible,200
116322,65692,2025-01-01,134000,2,No disponible,-134
116323,65692,2025-02-07,58000,2,No disponible,58
116324,65692,2025-01-04,98000,2,No disponible,98
116327,,2025-08-22,-136000,2,No disponible,136
116328,61317,,164000,2,No disponible,164
116337,64465,2025-06-12,18000,,No disponible,18
,64465,2026-03-12,12000,1,No disponible,12
116340,,2025-01-02,96000,1,No disponible,96
116341,64147,2026-02-26,888000,,No disponible,888
116342,64147,,424000,8,No disponible,424
116343,64147,2025-09-07,714000,8,No disponible,952
116344,64147,2025-01-25,592000,8,No disponible,592
116345,64147,2025-02-08,208000,8,No disponible,208
116346,64147,2025-03-19,280000,8,No disponible,280
116347,64147,2026-04-20,528000,8,No disponible,
116348,64147,2026-07-11,336000,8,No disponible,336
116349,55755,2025-01-07,650000,,No disponible,650
116350,55755,2025-01-13,535000,10,No disponible,1070
116351,55755,2025-01-02,350000,10,No disponible,350
116352,55755,2025-01-08,780000,10,No disponible,780
116353,55755,2025-01-04,680000,10,No disponible,680
116354,55755,,560000,10,No disponible,560
116358,60056,2025-01-22,168000,,No disponible,168
116359,60056,,576000,6,No disponible,576
116360,60056,2025-01-29,,6,No disponible,498
116361,60056,2025-01-31,384000,6,,384
116364,60056,2025-02-19,-144000,6,No disponible,288
116366,60056,2025-01-28,294000,6,No disponible,
116367,56627,2025-04-23,1430000,10,No disponible,1430
116368,56627,2025-12-22,351000,10,No disponible,1170
116369,56627,2025-11-24,960000,10,,-960
116370,56627,2025-01-01,880000,10,No disponible,880
116371,56627,2026-03-10,2720000,10,No disponible,2720
116372,56627,2026-01-26,420000,10,No disponible,420
116373,65761,2025-02-03,192000,2,No disponible,
116374,,2025-03-02,228000,2,No disponible,152
116378,60600,2025-08-12,-310000,8,No disponible,496
116379,60600,2026-07-23,-304000,8,No disponible,304
116381,60600,2025-10-14,696000,8,No disponible,
116384,58045,2026-01-19,-1890000,,No disponible,1890
116387,58045,2025-03-13,,5,No disponible,330
116388,58045,2025-12-06,-80000,5,No disponible,
116393,58045,,85000,5,No disponible,85
116394,58045,2025-04-08,95000,,No disponible,95
116397,,2025-01-01,2016000,9,No disponible,288
116401,61045,2025-01-03,576000,9,No disponible,-576
,61045,2025-01-09,,9,No disponible,288
116404,61045,2025-01-09,,9,No disponible,828
116405,61045,2025-01-09,765000,9,No disponible,
116406,66000,2025-02-20,384000,4,No disponible,384
116407,66000,2025-02-07,560000,4,No disponible,-560
116408,66000,2025-01-21,,4,No disponible,416
116410,64374,2025-02-02,3360000,8,No disponible,
116412,,2025-02-09,616000,8,No disponible,616
116413,64374,2025-01-10,384000,8,No disponible,-384
116415,64374,2025-01-08,,8,No disponible,1688
116416,64374,2025-02-17,-715000,8,,1144
116417,,2025-01-04,728000,8,No disponible,728
116419,64374,2025-01-03,432000,8,,432
116423,64411,2025-04-21,108000,9,No disponible,-108
116424,64411,2026-03-19,1080000,9,No disponible,
,,2025-02-23,1656000,8,No disponible,1656
116426,66068,2026-01-22,516000,4,No disponible,516
116427,66068,2025-02-07,912000,4,No disponible,228
116428,66068,2025-11-10,204000,4,No disponible,204
116429,66068,2025-09-02,300000,4,No disponible,300
116430,66068,2025-08-03,200000,4,No disponible,200
116431,66068,2025-06-03,244000,4,No disponible,244
116432,58301,2025-08-09,630000,9,No disponible,630
116433,58301,,,9,No disponible,693
116459,,2025-07-22,561000,3,No disponible,561
116435,58313,2025-01-22,1656000,9,No disponible,1656
116436,58313,2025-07-05,2187000,9,No disponible,
116437,58313,2025-08-02,207000,9,No disponible,207
116438,58313,2025-04-23,621000,9,No disponible,621
116439,58313,,1458000,9,No disponible,
116442,56039,2025-01-13,-66000,1,No disponible,66
116443,,2025-10-13,868000,2,No disponible,
,55557,2025-01-27,-496000,2,No disponible,124
116446,,2025-03-31,88000,2,No disponible,88
,55557,2026-03-31,126000,2,No disponible,126
116456,63051,2025-05-06,552000,3,No disponible,
116457,55686,,1840000,8,No disponible,1840
116458,59745,2025-08-04,315000,,,315
116460,,2025-07-11,150000,3,No disponible,30
116466,63636,2025-06-10,,6,No disponible,510
116467,,2025-05-29,330000,6,No disponible,330
116468,55739,2026-02-19,2940000,10,No disponible,-2940
116469,55739,2026-03-27,,10,No disponible,1320
116470,55739,2026-09-06,3830000,10,No disponible,-3830
116472,55739,2025-11-07,,10,No disponible,140
116473,55739,2026-02-26,590000,10,No disponible,
116475,,2025-01-08,190000,10,No disponible,190
116477,55739,2026-03-27,-510000,10,No disponible,-510
116478,55739,2026-06-01,1490000,,No disponible,1490
116481,63992,,-795000,5,No disponible,795
,62396,2025-04-13,183000,3,No disponible,183
116483,,2025-02-01,1407000,3,No disponible,1407
116485,61176,2025-10-26,,2,No disponible,266
116489,,2025-04-04,302000,2,No disponible,302
116490,63930,2025-05-13,,4,No disponible,920
116491,,2025-08-11,464000,4,No disponible,232
116492,63930,2025-08-16,384000,,No disponible,384
116493,63930,2025-08-30,336000,4,No disponible,
116494,63930,2025-08-04,240000,4,No disponible,
116496,,2025-11-01,99000,1,No disponible,99
116497,58868,2025-10-24,162000,1,No disponible,
116502,62740,2025-06-17,472000,8,No disponible,
116503,62740,2025-06-08,504000,8,No disponible,-504
116504,62740,2025-06-14,,8,No disponible,216
116505,62740,2025-07-21,96000,,No disponible,96
116506,,2025-12-28,496000,8,No disponible,496
116507,62740,2025-11-27,976000,8,,976
116508,,2025-06-10,65000,8,No disponible,520
117444,64287,2026-08-05,90000,10,No disponible,90
116509,57333,,1780000,5,No disponible,1780
116510,57333,2025-03-08,56000,5,No disponible,140
116511,57333,2025-05-08,435000,5,No disponible,435
116512,58468,2025-09-15,-357000,3,No disponible,357
116513,58468,2025-05-18,720000,3,No disponible,180
116514,58468,2025-01-24,255000,3,No disponible,255
116515,58468,,63000,,No disponible,63
116516,58468,2025-06-12,18000,3,No disponible,18
116517,58468,2025-01-24,,3,No disponible,111
116518,58468,2025-07-27,396000,3,No disponible,
,,2025-02-17,616000,7,No disponible,616
116529,59849,2025-01-17,470000,10,No disponible,470
116530,59849,2025-01-05,540000,10,No disponible,270
116531,59849,2025-01-30,-890000,10,No disponible,890
116532,59849,2025-01-04,1350000,,No disponible,1350
116533,59849,2025-01-14,1050000,10,No disponible,1050
116534,,2025-02-04,-38000,10,No disponible,380
116537,56921,2025-06-22,,5,No disponible,1400
116538,,2025-05-26,,5,No disponible,1990
116539,59962,,609000,7,No disponible,609
116544,59962,2025-10-14,,7,,
116546,60970,2025-06-09,656000,8,No disponible,656
116549,64390,,801000,9,No disponible,801
116551,56057,2026-03-03,497000,,No disponible,497
116552,,2025-08-13,456000,,No disponible,532
116555,56057,2026-01-30,-231000,7,No disponible,231
116556,56057,2025-04-01,301000,7,No disponible,
116558,56057,2026-02-01,1526000,7,,1526
116559,56057,2025-07-06,-1778000,7,No disponible,1778
116561,56057,2025-07-22,42000,7,No disponible,
116562,56057,2026-04-25,-553000,7,No disponible,553
116563,,2025-11-12,1260000,10,,1260
116564,56567,2025-01-21,2256000,8,No disponible,2256
116565,56567,,104000,8,No disponible,832
116566,56567,2025-01-05,904000,8,No disponible,
116567,56567,2025-02-08,115000,8,No disponible,184
116568,56567,2025-01-14,792000,8,No disponible,792
116569,56567,2025-01-29,512000,8,No disponible,512
116570,56567,2025-01-24,560000,8,No disponible,560
116571,,2025-01-16,,8,No disponible,744
116572,56567,,800000,8,No disponible,800
116573,56567,2025-01-04,120000,8,No disponible,480
116574,56567,2025-01-17,72000,,No disponible,72
116577,56059,2025-08-04,,4,No disponible,
116584,,2025-03-05,800000,4,No disponible,800
116585,66113,2025-01-21,,5,No disponible,695
116586,66113,2025-03-24,2415000,5,No disponible,2415
,66113,2025-01-07,536000,5,,670
116588,66113,2025-01-23,490000,5,No disponible,490
116589,66113,2025-01-27,,5,No disponible,320
,66113,2025-01-01,235000,5,No disponible,235
116591,56253,2025-05-30,2527000,7,No disponible,2527
116592,56253,2025-02-22,2261000,7,No disponible,2261
,56253,2025-03-28,1638000,7,No disponible,819
116594,56253,2025-02-12,378000,7,No disponible,378
116595,56253,2025-05-14,1666000,7,No disponible,1666
116597,,2025-04-16,1360000,8,No disponible,1360
116599,66093,2025-01-26,-232000,8,No disponible,232
,66093,2025-04-10,-368000,8,No disponible,368
116604,66093,,5712000,8,No disponible,952
116605,66093,2025-04-19,-768000,8,No disponible,768
116608,66093,2025-02-03,376000,8,No disponible,-376
116611,63791,2025-01-20,1510000,10,No disponible,
116612,63791,2025-04-09,400000,10,No disponible,400
116613,63791,2025-01-27,700000,10,No disponible,100
116614,63791,2025-05-13,130000,10,,
116615,63791,2025-04-22,930000,10,No disponible,930
116616,63791,2025-02-27,720000,10,No disponible,720
116617,63791,2025-03-08,780000,10,No disponible,780
116618,63791,2025-01-22,760000,10,No disponible,760
,63791,2025-05-24,280000,10,No disponible,280
116620,63791,,720000,10,No disponible,720
116621,61834,2025-06-15,623000,7,No disponible,
116623,61834,2025-10-15,119000,7,,119
116625,61834,,980000,7,No disponible,980
116626,61834,2025-05-19,252000,7,,-252
116630,59341,2025-01-23,1566000,9,No disponible,1566
116631,59341,2025-01-03,2412000,9,No disponible,
116632,59341,2025-02-04,621000,9,No disponible,621
116633,58622,2025-11-04,48000,6,No disponible,-48
116634,58622,2025-04-29,204000,6,No disponible,
116635,58622,2025-10-20,388000,6,No disponible,582
116636,58622,2025-05-06,90000,6,No disponible,90
116637,58622,2025-07-28,450000,6,,450
116638,,2026-07-28,42000,6,No disponible,42
116639,64836,2025-05-03,,4,No disponible,596
116641,64836,2025-06-19,,4,No disponible,
,64836,2025-01-28,364000,4,No disponible,-364
116643,,2025-08-28,252000,4,No disponible,252
116644,61510,2025-02-14,973000,7,No disponible,973
116645,61510,2025-02-15,1505000,7,No disponible,1505
116646,61510,2025-02-13,160000,7,No disponible,-560
116647,61510,2025-02-19,427000,7,No disponible,427
116651,56844,2026-04-12,780000,,No disponible,780
,56844,2026-02-16,,10,No disponible,980
116653,56844,,350000,10,No disponible,350
116654,56844,2025-10-17,,10,No disponible,3920
116663,,2025-02-02,261000,9,No disponible,-261
116664,65363,,1980000,10,No disponible,1980
116665,65363,2025-01-18,-1250000,10,No disponible,
116670,63217,2025-06-06,721000,7,No disponible,721
116671,56168,2025-04-30,1170000,6,No disponible,-1170
116672,56168,2025-06-15,132000,,No disponible,792
116673,64531,2026-01-17,-2009000,7,No disponible,2009
116675,64531,2026-04-02,,,No disponible,483
116677,64531,2025-08-18,,7,No disponible,434
116680,,2026-03-20,120000,7,No disponible,140
116681,64531,,595000,7,No disponible,595
116683,,2025-05-30,308000,7,No disponible,308
116684,64531,2026-04-07,,7,No disponible,
116685,64531,,175000,7,No disponible,175
116688,66418,,130000,10,No disponible,130
116689,66418,2025-01-14,,10,No disponible,190
116691,66418,2025-01-07,530000,10,No disponible,-530
116692,66418,,1740000,10,No disponible,
116695,66418,,620000,10,No disponible,620
,66418,2025-01-10,3000000,10,No disponible,1500
116699,,2025-09-14,2485000,7,No disponible,2485
116702,60611,2025-01-17,,7,No disponible,329
116703,60611,2025-03-07,-637000,7,No disponible,637
116704,60611,2025-09-21,-196000,7,No disponible,196
116705,60611,2025-04-04,,7,No disponible,420
,61026,2025-07-31,,10,No disponible,150
116707,60611,2025-07-02,,7,No disponible,938
116711,,2025-01-28,161000,7,No disponible,161
116712,59663,2025-01-12,248000,2,No disponible,248
116713,59663,2025-05-29,146000,2,No disponible,146
116714,,2025-04-06,256000,2,No disponible,256
116715,59663,2025-03-11,150000,2,No disponible,
116716,58434,2025-01-22,1161000,9,No disponible,1161
116717,58434,2025-01-26,1296000,,No disponible,216
116718,58434,2025-03-18,288000,9,No disponible,288
116719,58434,2025-01-01,189000,9,No disponible,189
116720,58434,2025-04-14,279000,9,No disponible,279
116721,58434,2025-03-04,-855000,,No disponible,855
116722,58434,2025-02-27,432000,9,No disponible,432
116723,58434,,1656000,9,No disponible,1656
116724,58434,2025-04-08,1395000,,No disponible,1395
116725,58337,2026-04-22,-1278000,,No disponible,1278
116727,65036,2025-11-11,1701000,7,No disponible,1701
116728,65036,2026-02-10,212000,7,No disponible,371
116729,65036,2025-12-29,490000,7,,490
116730,65036,,-546000,7,No disponible,546
116731,65036,2025-07-30,455000,7,,455
,65036,2025-10-25,973000,7,No disponible,973
116733,65036,2025-10-20,1911000,,No disponible,637
116734,65036,2026-02-04,98000,7,No disponible,98
116735,65036,2025-09-08,679000,7,No disponible,679
116736,,2025-01-09,443000,1,No disponible,443
116737,64249,2025-03-13,714000,,,102
116739,64249,2025-02-07,65000,1,,65
116742,64249,2025-04-08,76000,1,No disponible,
116744,60390,2025-09-12,,1,No disponible,124
116784,61011,,973000,7,No disponible,973
116745,60390,2025-02-22,193000,,No disponible,193
116746,66510,2025-02-10,468000,6,,468
116748,66510,2025-01-13,,6,,378
116752,61250,2025-02-22,782000,2,No disponible,-782
116753,61250,2025-02-03,,2,No disponible,280
116754,61250,2025-01-06,89000,2,,178
116758,61250,2025-01-17,-98000,2,No disponible,98
116759,61250,,74000,2,No disponible,
116760,60992,,,7,No disponible,2100
116761,60992,2025-03-05,625000,,No disponible,875
116762,60992,2025-02-16,238000,7,No disponible,
116763,60992,2025-02-28,84000,7,No disponible,-84
116765,60992,2025-05-06,-315000,7,No disponible,315
116766,60992,2025-02-10,-581000,7,No disponible,581
116769,57745,,425000,5,No disponible,425
116770,57745,2025-03-21,65000,5,No disponible,-65
116778,62131,2025-01-28,740000,,No disponible,740
116779,61026,2025-01-07,-1960000,,,1960
116780,61026,2025-04-28,1040000,10,No disponible,-1040
,61026,2025-09-10,-76000,10,No disponible,380
116785,61011,2025-07-17,1792000,7,,448
,61011,2025-12-31,749000,7,No disponible,749
116794,,2025-02-06,,10,No disponible,2000
,64325,2025-01-07,4494000,6,No disponible,642
116797,64325,2025-06-02,324000,6,,324
116800,,2025-02-27,402000,6,No disponible,
116801,64325,2025-05-05,516000,6,,516
116802,64325,2025-02-27,,6,No disponible,420
116803,64325,2025-04-10,1050000,,No disponible,1050
116804,64325,2025-02-20,-88000,6,No disponible,528
116805,64325,2025-05-11,810000,6,No disponible,-810
116806,64325,2025-04-16,1416000,6,No disponible,
116807,64325,2025-01-22,162000,6,No disponible,
,57280,2025-01-04,560000,,No disponible,560
,57280,2025-01-06,540000,10,No disponible,540
116815,59414,2025-01-14,1044000,,No disponible,1044
116818,62223,,66000,9,No disponible,297
116820,56743,2025-03-20,370000,,No disponible,370
116821,,2025-02-24,580000,5,No disponible,580
134530,,2026-02-27,456000,8,No disponible,456
116827,55877,2025-09-05,3760000,8,No disponible,
116828,55877,2025-05-14,880000,8,No disponible,-880
116829,,2025-11-29,3280000,8,No disponible,656
116830,55877,2025-02-28,,8,No disponible,-336
,55877,2025-10-13,216000,8,No disponible,
116833,55877,2025-02-21,200000,,No disponible,200
116835,63271,2025-04-27,,7,,1680
116836,63271,2026-03-26,525000,7,No disponible,-525
116837,,2026-05-28,2856000,,No disponible,952
116840,56957,2025-09-23,555000,5,No disponible,555
116841,56957,2025-01-25,-22000,5,No disponible,55
116842,56957,2025-12-11,300000,5,,
