name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,state
"-33.3537,-70.6811",2023-10-01,13.3,9.0,10.8,13.3,6.7,10.2,9.5,92.1,0.0,0.0,0.0,,0.0,0.0,30.2,20.3,178.4,1016.0,93.2,5.5,292.5,24.3,9.0,10.0,2023-10-01T07:20:07,2023-10-01T19:45:21,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-02,15.0,9.0,11.5,15.0,7.6,10.9,6.6,72.7,4.8,100.0,79.17,rain,0.0,0.0,29.5,16.6,185.2,1016.4,94.7,9.8,221.2,18.3,7.0,10.0,2023-10-02T07:18:46,2023-10-02T19:46:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-03,17.0,8.6,11.7,17.0,7.0,11.0,6.1,69.7,14.4,100.0,66.67,rain,0.0,0.2,29.5,17.0,178.5,1019.6,69.8,9.9,181.8,15.0,6.0,10.0,2023-10-03T07:17:25,2023-10-03T19:46:46,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-04,21.0,4.0,12.2,21.0,4.0,12.2,5.1,66.5,0.2,100.0,8.33,rain,0.0,0.2,27.7,26.6,208.6,1017.9,6.2,9.2,313.5,25.9,10.0,10.0,2023-10-04T07:16:05,2023-10-04T19:47:29,0.67,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-05,19.4,5.0,12.3,19.4,5.0,12.1,6.2,68.9,0.9,100.0,16.67,rain,0.0,0.0,36.0,27.7,196.1,1015.2,25.9,9.7,299.1,24.7,10.0,10.0,2023-10-05T07:14:45,2023-10-05T19:48:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-06,17.1,7.0,11.6,17.1,4.5,10.9,6.1,70.7,1.7,100.0,54.17,rain,0.0,0.0,29.2,22.4,183.5,1021.1,59.7,9.5,288.6,23.7,9.0,10.0,2023-10-06T07:13:26,2023-10-06T19:48:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-07,22.2,4.5,13.2,22.2,4.5,13.2,5.0,63.2,0.0,0.0,0.0,,0.0,0.0,25.6,23.4,194.1,1020.9,0.0,9.4,326.1,27.0,10.0,10.0,2023-10-07T07:12:07,2023-10-07T19:49:39,0.77,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-08,25.2,5.9,15.4,25.2,5.9,15.4,5.9,59.4,0.0,0.0,0.0,,0.0,0.0,27.0,24.1,196.7,1019.5,5.3,9.9,324.7,26.9,10.0,10.0,2023-10-08T07:10:48,2023-10-08T19:50:23,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-09,26.1,7.1,16.7,26.1,7.1,16.7,6.4,54.7,0.0,0.0,0.0,,0.0,0.0,27.7,28.5,192.5,1014.7,14.8,9.8,319.6,26.5,10.0,10.0,2023-10-09T07:09:31,2023-10-09T19:51:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-10,18.0,8.0,12.3,18.0,6.8,12.0,6.5,68.4,0.0,0.0,0.0,,0.0,0.0,24.8,26.9,178.4,1018.0,78.4,9.9,215.4,17.9,7.0,10.0,2023-10-10T07:08:13,2023-10-10T19:51:53,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-11,20.0,5.0,12.1,20.0,3.9,11.7,6.3,71.6,0.0,0.0,0.0,,0.0,0.0,30.2,22.6,213.1,1019.7,43.8,9.1,335.4,27.6,10.0,10.0,2023-10-11T07:06:56,2023-10-11T19:52:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-12,24.1,5.9,14.8,24.1,5.9,14.8,5.3,59.2,0.0,0.0,0.0,,0.0,0.0,30.2,22.9,211.5,1017.7,0.0,9.4,341.6,28.4,10.0,10.0,2023-10-12T07:05:40,2023-10-12T19:53:23,0.93,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-13,26.0,7.0,16.5,26.0,7.0,16.5,5.4,52.3,0.0,0.0,0.0,,0.0,0.0,25.9,26.5,194.9,1014.8,38.7,9.9,315.9,26.2,9.0,10.0,2023-10-13T07:04:25,2023-10-13T19:54:09,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-14,25.3,7.2,16.5,25.3,7.2,16.5,5.3,52.3,0.0,0.0,0.0,,0.0,0.0,32.4,28.0,200.8,1016.9,0.9,9.9,341.6,28.2,10.0,10.0,2023-10-14T07:03:10,2023-10-14T19:54:55,0.0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-15,24.0,7.1,15.0,24.0,7.1,15.0,4.6,52.7,0.0,0.0,0.0,,0.0,0.0,30.6,35.3,206.8,1017.3,13.9,9.8,326.4,27.1,10.0,10.0,2023-10-15T07:01:55,2023-10-15T19:55:42,0.03,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-16,23.3,7.0,15.3,23.3,5.6,15.2,4.8,52.9,0.0,0.0,0.0,,0.0,0.0,28.4,25.7,193.7,1016.8,3.6,10.0,346.4,28.7,10.0,10.0,2023-10-16T07:00:42,2023-10-16T19:56:29,0.07,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-17,27.0,7.0,17.0,26.2,6.2,16.8,5.3,50.2,0.0,0.0,0.0,,0.0,0.0,31.7,25.3,194.7,1012.2,25.6,9.9,344.3,28.5,10.0,10.0,2023-10-17T06:59:29,2023-10-17T19:57:17,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-18,22.0,9.8,14.7,22.0,8.2,14.5,7.1,62.5,15.5,100.0,41.67,rain,0.0,0.0,25.9,25.9,186.4,1018.4,50.6,9.8,212.5,17.6,7.0,10.0,2023-10-18T06:58:17,2023-10-18T19:58:04,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-19,27.0,5.0,16.8,26.6,5.0,16.7,5.7,54.3,0.0,0.0,0.0,,0.0,0.0,24.5,22.3,185.7,1013.9,47.1,9.3,309.0,25.6,9.0,10.0,2023-10-19T06:57:06,2023-10-19T19:58:53,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-20,21.1,12.3,16.0,21.1,12.3,16.0,8.7,63.0,0.0,0.0,0.0,,0.0,0.0,27.7,22.5,197.6,1013.5,86.4,9.7,217.5,18.0,7.0,10.0,2023-10-20T06:55:56,2023-10-20T19:59:41,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-21,16.0,10.9,13.3,16.0,10.9,13.3,10.5,83.4,0.0,0.0,0.0,,0.0,0.0,21.6,15.3,171.5,1016.1,96.1,6.7,156.5,12.9,5.0,10.0,2023-10-21T06:54:47,2023-10-21T20:00:30,0.24,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999",Foggy
"-33.3537,-70.6811",2023-10-22,22.5,11.0,15.1,22.5,11.0,15.1,10.6,76.6,0.6,100.0,20.83,rain,0.0,0.0,29.9,30.1,173.2,1015.5,77.7,7.9,263.6,21.7,9.0,10.0,2023-10-22T06:53:38,2023-10-22T20:01:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-23,21.1,11.0,14.4,21.1,11.0,14.4,9.9,76.0,0.6,100.0,20.83,rain,0.0,0.0,34.2,27.7,186.8,1020.1,75.1,9.1,309.1,25.7,9.0,10.0,2023-10-23T06:52:31,2023-10-23T20:02:10,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-24,25.1,9.9,16.2,25.1,9.9,16.2,8.7,65.0,0.0,0.0,0.0,,0.0,0.0,30.2,26.4,198.3,1017.4,49.8,9.8,346.9,28.7,10.0,10.0,2023-10-24T06:51:24,2023-10-24T20:03:00,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-25,24.6,8.0,16.5,24.6,8.0,16.5,7.8,61.1,0.0,0.0,0.0,,0.0,0.0,32.0,25.9,193.7,1012.9,38.1,8.8,322.6,26.6,10.0,10.0,2023-10-25T06:50:19,2023-10-25T20:03:50,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-26,23.0,7.0,14.4,23.0,5.1,14.0,5.6,59.0,0.0,0.0,0.0,,0.0,0.0,17.3,33.0,199.1,1012.9,5.1,9.9,237.9,19.8,10.0,10.0,2023-10-26T06:49:14,2023-10-26T20:04:41,0.42,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-10-27,16.3,7.0,11.5,16.3,5.2,11.0,6.7,73.4,0.6,100.0,16.67,rain,0.0,0.0,35.3,21.4,185.5,1016.8,76.2,9.5,334.8,27.8,10.0,10.0,2023-10-27T06:48:11,2023-10-27T20:05:33,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-28,15.0,9.2,12.1,15.0,8.8,12.0,7.0,71.7,2.1,100.0,16.67,rain,0.0,0.0,29.5,27.0,180.0,1017.2,90.3,10.1,117.4,9.6,4.0,10.0,2023-10-28T06:47:09,2023-10-28T20:06:25,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-29,20.0,10.0,13.7,20.0,7.5,13.4,7.1,67.2,1.7,100.0,33.33,rain,0.0,0.0,47.5,24.9,165.8,1018.9,86.8,9.8,193.7,16.1,7.0,10.0,2023-10-29T06:46:08,2023-10-29T20:07:17,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-10-30,19.2,9.1,13.4,19.2,7.7,13.2,7.9,70.5,0.0,0.0,0.0,,0.0,0.0,18.0,22.3,188.2,1019.5,87.3,10.0,233.5,19.2,8.0,10.0,2023-10-30T06:45:08,2023-10-30T20:08:10,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-10-31,23.0,10.0,15.1,23.0,10.0,15.1,7.4,63.3,0.0,0.0,0.0,,0.0,0.0,36.7,24.1,199.8,1016.5,51.0,10.0,336.2,27.9,10.0,10.0,2023-10-31T06:44:09,2023-10-31T20:09:03,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-01,13.1,8.0,10.4,13.1,7.2,9.9,4.4,67.4,1.5,100.0,33.33,rain,0.0,0.0,29.5,19.2,177.7,1017.2,76.2,11.5,204.9,17.0,6.0,10.0,2023-11-01T06:43:11,2023-11-01T20:09:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,remote,85574099999",Rainy
"-33.3537,-70.6811",2023-11-02,17.9,3.0,10.8,17.9,0.9,10.6,4.3,68.8,8.8,100.0,70.83,rain,0.0,0.0,30.6,19.4,260.1,1020.6,44.9,9.0,286.0,23.7,8.0,10.0,2023-11-02T06:42:15,2023-11-02T20:10:50,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-03,29.3,4.0,16.7,27.6,4.0,16.3,1.9,46.6,0.0,0.0,0.0,,0.0,0.0,25.2,16.6,175.3,1015.9,0.0,9.9,384.9,31.8,10.0,10.0,2023-11-03T06:41:20,2023-11-03T20:11:44,0.69,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Sunny
"-33.3537,-70.6811",2023-11-04,24.8,8.3,17.0,24.8,8.3,17.0,7.3,55.4,0.0,0.0,0.0,,0.0,0.0,32.4,35.6,194.1,1011.7,5.9,9.7,360.8,29.8,10.0,10.0,2023-11-04T06:40:27,2023-11-04T20:12:38,0.72,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-05,24.4,10.7,16.9,24.4,10.7,16.9,9.0,62.7,0.0,0.0,0.0,,0.0,0.0,32.8,34.2,186.1,1015.1,44.8,9.9,374.8,30.9,10.0,10.0,2023-11-05T06:39:34,2023-11-05T20:13:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-06,25.0,9.0,15.7,25.0,7.6,15.5,8.7,66.0,0.0,0.0,0.0,,0.0,0.0,33.5,29.5,192.7,1014.6,19.6,10.0,362.7,30.1,10.0,10.0,2023-11-06T06:38:44,2023-11-06T20:14:27,0.78,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-07,25.0,10.8,17.2,25.0,10.8,17.2,8.0,58.5,0.0,0.0,0.0,,0.0,0.0,32.0,25.3,184.6,1019.2,53.6,9.8,381.4,31.6,10.0,10.0,2023-11-07T06:37:54,2023-11-07T20:15:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-08,28.1,10.3,19.6,27.0,10.3,19.4,5.5,44.7,0.0,0.0,0.0,,0.0,0.0,31.7,30.3,201.8,1014.5,35.8,10.0,381.2,31.5,10.0,10.0,2023-11-08T06:37:06,2023-11-08T20:16:18,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-09,25.7,10.0,18.8,25.7,9.6,18.7,6.2,45.6,0.0,0.0,0.0,,0.0,0.0,31.0,26.8,183.9,1009.6,59.9,9.9,335.5,27.8,10.0,10.0,2023-11-09T06:36:20,2023-11-09T20:17:14,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-10,16.8,12.0,13.6,16.8,12.0,13.6,10.2,81.1,26.0,100.0,70.83,rain,0.0,0.0,44.6,27.7,173.1,1013.0,89.5,9.5,128.6,10.7,4.0,10.0,2023-11-10T06:35:35,2023-11-10T20:18:10,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-11,14.2,12.0,13.3,14.2,12.0,13.3,10.6,84.0,5.4,100.0,70.83,rain,0.0,0.0,20.5,24.8,179.8,1016.0,93.6,10.0,72.4,5.9,2.0,10.0,2023-11-11T06:34:51,2023-11-11T20:19:06,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-12,16.4,8.0,12.7,16.4,8.0,12.6,8.7,78.1,1.7,100.0,20.83,rain,0.0,0.0,31.3,27.0,187.1,1017.0,73.7,9.4,355.0,29.5,10.0,10.0,2023-11-12T06:34:09,2023-11-12T20:20:02,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-13,22.8,10.0,15.9,22.8,8.4,15.8,6.6,56.7,0.0,0.0,0.0,,0.0,0.0,32.4,26.0,192.8,1016.2,41.9,10.0,378.8,31.3,10.0,10.0,2023-11-13T06:33:29,2023-11-13T20:20:58,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-14,23.0,9.4,15.8,23.0,8.8,15.8,6.2,55.8,1.5,100.0,16.67,rain,0.0,0.0,34.2,27.7,196.4,1013.6,49.9,10.0,323.3,26.7,9.0,10.0,2023-11-14T06:32:50,2023-11-14T20:21:54,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-15,21.2,7.7,14.1,21.2,6.2,13.8,5.1,56.7,0.2,100.0,8.33,rain,0.0,0.0,37.1,29.7,188.9,1016.4,17.7,10.0,368.3,30.4,10.0,10.0,2023-11-15T06:32:13,2023-11-15T20:22:51,0.08,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-16,24.0,5.9,15.1,24.0,5.9,15.0,5.0,54.3,0.1,100.0,4.17,rain,0.0,0.0,31.7,30.5,203.2,1015.8,3.9,10.0,387.6,32.1,10.0,10.0,2023-11-16T06:31:38,2023-11-16T20:23:47,0.12,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-17,16.8,8.7,11.8,16.8,6.1,11.1,6.1,69.6,1.8,100.0,29.17,rain,0.0,0.0,36.4,21.8,173.1,1019.2,73.1,10.0,140.7,11.5,6.0,10.0,2023-11-17T06:31:04,2023-11-17T20:24:44,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-11-18,23.0,5.9,15.5,23.0,4.4,15.4,5.9,57.5,0.0,0.0,0.0,,0.0,0.0,27.0,24.1,173.7,1018.0,51.8,9.4,323.7,26.6,10.0,10.0,2023-11-18T06:30:32,2023-11-18T20:25:40,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-19,29.1,9.2,19.1,27.9,9.2,18.9,8.0,54.7,0.0,0.0,0.0,,0.0,0.0,29.9,31.0,199.5,1015.6,9.9,9.8,393.9,32.5,10.0,10.0,2023-11-19T06:30:02,2023-11-19T20:26:37,0.22,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-20,26.5,9.1,17.7,26.5,8.5,17.6,5.7,49.2,0.0,0.0,0.0,,0.0,0.0,31.7,25.9,190.3,1016.7,49.2,9.9,392.6,32.2,10.0,10.0,2023-11-20T06:29:33,2023-11-20T20:27:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-21,24.3,11.5,18.0,24.3,11.5,18.0,9.6,60.4,0.0,0.0,0.0,,0.0,0.0,32.8,27.1,199.7,1016.0,41.3,10.6,349.8,29.0,10.0,10.0,2023-11-21T06:29:06,2023-11-21T20:28:29,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-22,27.0,10.3,18.6,26.2,10.3,18.5,6.8,48.8,0.0,0.0,0.0,,0.0,0.0,37.8,32.5,200.8,1017.0,42.4,9.9,365.9,30.1,10.0,10.0,2023-11-22T06:28:41,2023-11-22T20:29:25,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-23,31.1,11.6,22.0,29.3,11.6,21.5,7.5,43.2,0.0,0.0,0.0,,0.0,0.0,33.5,25.9,198.5,1014.6,30.6,10.0,393.6,32.4,10.0,10.0,2023-11-23T06:28:18,2023-11-23T20:30:20,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-24,28.0,13.4,20.4,27.3,13.4,20.3,9.0,49.3,0.0,0.0,0.0,,0.0,0.0,31.7,28.7,186.5,1016.4,22.0,10.0,370.7,30.4,10.0,10.0,2023-11-24T06:27:56,2023-11-24T20:31:16,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-25,27.6,10.0,18.5,27.1,8.4,18.4,11.0,65.7,0.0,0.0,0.0,,0.0,0.0,34.2,28.7,188.4,1014.7,12.4,8.7,387.0,32.0,10.0,10.0,2023-11-25T06:27:37,2023-11-25T20:32:11,0.44,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-26,28.0,11.0,19.9,27.3,11.0,19.9,11.4,61.1,0.0,0.0,0.0,,0.0,0.0,34.9,33.5,187.7,1011.6,2.8,9.7,391.1,32.2,10.0,10.0,2023-11-26T06:27:19,2023-11-26T20:33:06,0.47,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-27,22.0,11.6,16.1,22.0,11.6,16.1,11.6,76.1,0.0,0.0,0.0,,0.0,0.0,37.8,32.7,173.7,1014.7,38.6,8.2,384.2,31.8,10.0,10.0,2023-11-27T06:27:03,2023-11-27T20:34:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-28,22.0,12.9,16.5,22.0,12.9,16.5,11.1,71.9,0.0,0.0,0.0,,0.0,0.0,36.4,26.5,195.8,1016.7,60.2,9.3,389.0,32.3,10.0,10.0,2023-11-28T06:26:49,2023-11-28T20:34:54,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-11-29,29.2,9.1,19.5,27.7,8.4,19.2,8.1,53.7,0.0,0.0,0.0,,0.0,0.0,33.8,23.9,190.5,1013.6,1.5,9.6,399.0,33.0,10.0,10.0,2023-11-29T06:26:36,2023-11-29T20:35:47,0.57,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-11-30,26.8,12.3,19.1,26.5,12.3,19.1,8.7,53.7,0.5,100.0,8.33,rain,0.0,0.0,34.6,33.5,196.4,1011.5,9.1,10.0,374.0,31.0,10.0,10.0,2023-11-30T06:26:26,2023-11-30T20:36:40,0.6,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-12-01,24.0,11.5,16.4,24.0,11.5,16.4,9.8,68.2,0.4,100.0,4.17,rain,0.0,0.0,34.9,25.0,202.4,1017.2,44.6,9.8,398.3,33.2,10.0,10.0,2023-12-01T06:26:18,2023-12-01T20:37:32,0.64,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"SCEL,85577099999,remote,85574099999",Rainy
"-33.3537,-70.6811",2023-12-02,25.0,9.8,17.3,25.0,8.2,17.2,8.4,59.8,0.0,0.0,0.0,,0.0,0.0,37.1,28.3,198.7,1017.5,22.9,9.8,392.9,32.7,10.0,10.0,2023-12-02T06:26:11,2023-12-02T20:38:24,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-12-03,28.9,10.6,19.8,27.4,10.6,19.6,4.8,40.5,0.0,0.0,0.0,,0.0,0.0,37.1,30.7,202.2,1013.4,5.2,10.0,401.7,33.4,10.0,10.0,2023-12-03T06:26:06,2023-12-03T20:39:15,0.7,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-04,29.0,11.5,19.6,27.5,11.5,19.5,5.8,42.9,0.0,0.0,0.0,,0.0,0.0,37.1,33.5,200.7,1011.3,0.7,10.0,403.9,33.6,10.0,10.0,2023-12-04T06:26:03,2023-12-04T20:40:05,0.73,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-05,23.0,9.0,15.7,23.0,6.7,15.4,6.5,57.3,0.0,0.0,0.0,,0.0,0.0,32.4,28.4,183.6,1015.4,4.1,9.8,377.8,31.5,10.0,10.0,2023-12-05T06:26:02,2023-12-05T20:40:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-06,28.3,8.5,19.1,26.9,8.5,18.8,5.6,47.8,0.0,0.0,0.0,,0.0,0.0,34.2,29.9,204.9,1016.4,1.3,9.9,410.1,33.9,10.0,10.0,2023-12-06T06:26:03,2023-12-06T20:41:43,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-07,32.1,12.3,22.6,30.1,12.3,22.1,6.4,39.3,0.0,0.0,0.0,,0.0,0.0,35.6,34.6,201.6,1013.2,0.0,9.1,420.8,34.9,10.0,10.0,2023-12-07T06:26:06,2023-12-07T20:42:31,0.83,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-08,28.0,11.9,20.4,27.1,11.9,20.2,8.8,50.9,0.0,0.0,0.0,,0.0,0.0,38.5,33.5,188.5,1014.4,0.4,10.0,402.1,33.3,10.0,10.0,2023-12-08T06:26:11,2023-12-08T20:43:18,0.86,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-12-09,31.4,11.1,22.2,29.4,11.1,21.7,7.5,44.5,0.0,0.0,0.0,,0.0,0.0,37.8,23.5,191.2,1014.2,0.5,10.0,412.5,34.1,10.0,10.0,2023-12-09T06:26:17,2023-12-09T20:44:04,0.89,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
